MF,P1,P2,P3,P4,P5,P8,P9,P10,P11,P12,P13,P14,P15,P17,P18,P19,P20,Q1,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q17,Q18,Q19,Q20
_2990,-0.396982678,-0.396982678,-0.396982678,-0.396982678,-0.396982678,-0.396982678,-0.396982678,-0.396982678,-0.396982678,-0.396982678,-0.396982678,-0.396982678,-0.396982678,-0.396982678,-0.396982678,-0.396982678,-0.396982678,-0.396982678,0.929903491,-0.396982678,-0.396982678,-0.396982678,0.076905239,1.384835891,-0.396982678,-0.396982678,-0.396982678,-0.396982678,-0.396982678,3.043443602,-0.396982678,0.503404365,1.195280724,-0.396982678,3.981741679
_6917,-0.392808478,-0.392808478,-0.392808478,-0.392808478,-0.392808478,-0.392808478,-0.392808478,-0.392808478,-0.392808478,-0.392808478,-0.392808478,-0.392808478,-0.392808478,-0.392808478,-0.392808478,-0.392808478,-0.392808478,-0.392808478,4.198881664,-0.392808478,-0.392808478,-0.392808478,-0.392808478,-0.392808478,-0.392808478,2.833422788,-0.392808478,0.758460771,-0.392808478,0.276534109,0.999424102,-0.392808478,-0.392808478,0.463950033,1.467963912
_950,-0.47288212,-0.47288212,-0.47288212,-0.47288212,-0.47288212,-0.47288212,-0.47288212,-0.47288212,-0.47288212,-0.47288212,-0.47288212,-0.47288212,-0.47288212,-0.47288212,-0.47288212,-0.47288212,-0.47288212,-0.47288212,-0.47288212,2.384822777,-0.47288212,2.71226813,1.432254478,-0.47288212,-0.47288212,-0.47288212,2.622964852,1.610861034,-0.47288212,-0.47288212,1.462022238,1.015505847,-0.47288212,-0.47288212,-0.47288212
_2342,-0.661088567,-0.661088567,-0.661088567,-0.661088567,-0.661088567,-0.661088567,0.576314127,-0.661088567,-0.661088567,-0.661088567,0.099537104,-0.661088567,-0.661088567,-0.661088567,-0.661088567,-0.550210189,-0.661088567,1.760495199,1.944553306,1.760495199,1.929030333,1.90463709,-0.661088567,1.860285739,-0.661088567,-0.661088567,1.183927636,-0.661088567,0.476523587,0.948865476,0.649493856,-0.661088567,-0.661088567,-0.661088567,-0.661088567
_2584,-0.561723279,-0.561723279,-0.561723279,-0.561723279,-0.561723279,-0.561723279,-0.561723279,-0.327671913,-0.561723279,-0.561723279,-0.561723279,-0.561723279,-0.561723279,-0.561723279,-0.561723279,-0.561723279,0.093620546,-0.561723279,2.902236941,-0.561723279,-0.561723279,0.322990885,-0.561723279,-0.561723279,-0.561723279,2.452858318,-0.561723279,1.184299913,-0.561723279,1.310687651,1.755385246,0.599171497,-0.561723279,1.343454842,1.844324766
_3219,-0.593391285,-0.593391285,-0.593391285,-0.259596766,-0.593391285,-0.593391285,-0.593391285,-0.593391285,0.134280767,-0.593391285,-0.593391285,-0.593391285,-0.593391285,-0.593391285,-0.593391285,-0.593391285,-0.593391285,0.808545695,2.350676373,-0.593391285,-0.593391285,-0.593391285,-0.593391285,-0.593391285,-0.593391285,2.290593359,-0.593391285,1.035525968,-0.593391285,1.409375829,1.823281033,1.115636652,-0.593391285,1.476134733,2.056937196
_4019,-0.632354635,-0.632354635,0.105392439,-0.632354635,-0.632354635,-0.632354635,0.082692529,-0.632354635,-0.632354635,-0.632354635,-0.632354635,-0.632354635,-0.632354635,-0.632354635,-0.632354635,0.479940954,-0.632354635,0.162142214,2.556982718,-0.632354635,-0.632354635,-0.064856886,-0.632354635,-0.632354635,-0.632354635,2.171084248,-0.632354635,1.183638163,-0.632354635,0.967989019,1.864635463,0.559390639,-0.632354635,1.637636363,2.205134113
_1760,0.139988186,-0.547858732,-0.547858732,-0.547858732,-0.547858732,-0.547858732,-0.547858732,0.29872209,-0.547858732,-0.547858732,-0.547858732,-0.547858732,-0.547858732,-0.547858732,-0.547858732,-0.547858732,-0.547858732,0.425709214,0.870164145,2.711477434,1.917807913,2.57390805,-0.547858732,2.425756406,-0.018745718,0.362215652,-0.547858732,-0.547858732,-0.547858732,-0.547858732,-0.547858732,-0.547858732,1.4416062,-0.547858732,-0.547858732
_3430,-0.792010804,-0.792010804,-0.280328697,-0.792010804,-0.792010804,-0.792010804,0.226236589,0.627907043,-0.792010804,-0.664090277,-0.792010804,-0.792010804,-0.792010804,-0.792010804,-0.792010804,0.927241075,-0.792010804,0.932357896,1.825243173,-0.792010804,-0.792010804,0.702100948,-0.792010804,-0.792010804,0.61511499,1.753607678,-0.792010804,1.257276034,-0.792010804,1.385196561,1.625687151,0.924682665,-0.792010804,1.484974572,1.704997878
_6000,0.040523968,-1.361727889,0.029799288,1.220238723,-1.361727889,0.801976219,-0.029186449,-1.361727889,0.330090317,-1.361727889,-1.361727889,0.120959065,0.220162351,-1.361727889,-1.361727889,-1.227669394,0.684004744,-1.361727889,1.397195937,-1.361727889,-0.085491017,1.121035437,1.056687359,0.689367083,0.23624937,1.078136719,0.77784569,0.7858892,0.450742962,0.50168519,0.697410593,1.491036883,0.670598894,-1.361727889,0.557989758
_207,-0.372166711,-0.372166711,-0.372166711,-0.372166711,-0.372166711,-0.372166711,-0.372166711,-0.372166711,-0.372166711,-0.372166711,-0.372166711,-0.372166711,-0.372166711,-0.372166711,-0.372166711,-0.372166711,-0.372166711,0.23994959,-0.372166711,-0.372166711,-0.372166711,3.520892961,-0.372166711,-0.372166711,-0.372166711,-0.372166711,-0.372166711,-0.372166711,0.998973803,3.533135287,-0.372166711,1.92939058,-0.372166711,-0.372166711,0.570492392
_423,-0.403317452,-0.403317452,-0.403317452,-0.403317452,-0.403317452,-0.403317452,-0.403317452,-0.403317452,-0.403317452,-0.403317452,-0.403317452,-0.403317452,-0.403317452,-0.403317452,-0.403317452,-0.403317452,-0.403317452,0.977906698,3.85085293,1.226527045,1.972388086,2.663000161,-0.403317452,1.005531181,-0.403317452,-0.403317452,-0.403317452,-0.403317452,-0.403317452,-0.403317452,-0.403317452,-0.403317452,-0.403317452,-0.403317452,-0.403317452
_451,-0.368808986,-0.368808986,-0.368808986,-0.368808986,-0.368808986,-0.368808986,-0.368808986,-0.368808986,-0.368808986,-0.368808986,-0.368808986,-0.368808986,-0.368808986,-0.368808986,-0.368808986,-0.368808986,-0.368808986,-0.368808986,4.246987821,-0.368808986,2.814499157,-0.368808986,-0.368808986,1.636675144,-0.368808986,-0.368808986,0.427018049,-0.368808986,-0.368808986,0.824931567,0.745348864,-0.368808986,-0.368808986,-0.368808986,-0.368808986
_545,-0.425508782,-0.425508782,-0.425508782,-0.425508782,-0.425508782,-0.425508782,-0.425508782,-0.425508782,-0.425508782,-0.425508782,-0.425508782,-0.425508782,-0.425508782,-0.425508782,-0.425508782,-0.425508782,-0.425508782,1.596139279,3.348234266,1.29289207,2.371104369,2.472186772,-0.425508782,1.259197935,-0.425508782,-0.425508782,-0.425508782,-0.425508782,-0.425508782,-0.425508782,-0.425508782,-0.425508782,-0.425508782,-0.425508782,-0.425508782
_1457,-0.361915959,-0.361915959,-0.361915959,-0.361915959,-0.361915959,-0.361915959,-0.361915959,-0.361915959,-0.361915959,-0.361915959,-0.361915959,-0.361915959,-0.361915959,-0.361915959,-0.361915959,-0.361915959,-0.361915959,0.495019122,4.343436666,2.458179488,0.681986776,2.099824818,-0.361915959,0.417115933,-0.361915959,-0.361915959,-0.361915959,-0.361915959,-0.361915959,-0.361915959,-0.361915959,-0.361915959,-0.361915959,-0.361915959,-0.361915959
_1057,-0.42754999,-0.42754999,-0.42754999,-0.42754999,-0.42754999,-0.42754999,-0.42754999,-0.42754999,-0.42754999,-0.42754999,-0.42754999,-0.42754999,-0.42754999,-0.42754999,-0.42754999,-0.42754999,-0.42754999,1.41988824,3.156480177,1.937170945,2.934787589,1.493785769,-0.42754999,1.456837005,-0.42754999,-0.42754999,-0.42754999,-0.42754999,-0.42754999,-0.42754999,-0.42754999,-0.42754999,-0.42754999,-0.42754999,-0.42754999
_1205,-0.414656361,-0.414656361,-0.414656361,-0.414656361,-0.414656361,-0.414656361,-0.414656361,-0.414656361,-0.414656361,-0.414656361,-0.414656361,-0.414656361,-0.414656361,-0.414656361,-0.414656361,-0.414656361,-0.414656361,1.124980737,3.497536266,0.84734126,2.740337693,1.831699405,-0.414656361,1.98313912,-0.414656361,-0.414656361,-0.414656361,-0.414656361,-0.414656361,-0.414656361,-0.414656361,-0.414656361,-0.414656361,-0.414656361,-0.414656361
_6661,-0.387450711,-0.387450711,-0.387450711,-0.387450711,-0.387450711,-0.387450711,-0.387450711,-0.387450711,-0.387450711,-0.387450711,-0.387450711,-0.387450711,-0.387450711,-0.387450711,-0.387450711,-0.387450711,-0.387450711,-0.387450711,4.162663976,-0.387450711,-0.387450711,-0.387450711,-0.387450711,-0.387450711,-0.387450711,2.192141868,-0.387450711,0.508241157,-0.387450711,-0.387450711,1.493502211,-0.387450711,-0.387450711,0.776948717,2.102572681
_1353,-0.40902394,-0.40902394,-0.40902394,-0.40902394,-0.40902394,-0.40902394,-0.40902394,-0.40902394,-0.40902394,-0.40902394,-0.40902394,-0.40902394,-0.40902394,-0.40902394,-0.40902394,-0.40902394,-0.40902394,0.878371554,3.504658359,1.058606923,3.041195982,1.59931303,-0.40902394,1.779548399,-0.40902394,-0.40902394,-0.40902394,-0.40902394,-0.40902394,-0.40902394,-0.40902394,-0.40902394,-0.40902394,-0.40902394,-0.40902394
_1550,-0.422890386,-0.422890386,-0.422890386,-0.422890386,-0.422890386,-0.422890386,-0.422890386,-0.422890386,-0.422890386,-0.422890386,-0.422890386,-0.422890386,-0.422890386,-0.422890386,-0.422890386,-0.422890386,-0.422890386,1.460455052,3.223073219,0.784382331,2.305545954,2.61943686,-0.422890386,1.870927776,-0.422890386,-0.422890386,-0.422890386,-0.422890386,-0.422890386,-0.422890386,-0.422890386,-0.422890386,-0.422890386,-0.422890386,-0.422890386
_3342,-0.296140276,-0.296140276,-0.296140276,-0.296140276,-0.296140276,-0.296140276,-0.296140276,-0.296140276,-0.296140276,-0.296140276,-0.296140276,-0.296140276,-0.296140276,-0.296140276,-0.296140276,-0.296140276,-0.296140276,-0.296140276,-0.296140276,-0.296140276,-0.296140276,-0.296140276,-0.102403647,-0.296140276,-0.296140276,-0.296140276,-0.296140276,-0.296140276,-0.040407925,-0.296140276,0.730663858,4.264419971,-0.296140276,3.563093374,0.172702366
_1038,-0.430158583,-0.430158583,-0.430158583,-0.430158583,-0.430158583,-0.430158583,-0.430158583,-0.430158583,-0.430158583,-0.430158583,-0.430158583,-0.430158583,-0.430158583,-0.430158583,-0.430158583,-0.430158583,-0.430158583,1.171495717,2.805183102,2.068422125,2.132488297,1.331661147,-0.430158583,2.965348532,-0.430158583,-0.430158583,-0.430158583,-0.430158583,-0.430158583,-0.430158583,-0.430158583,-0.430158583,-0.430158583,-0.430158583,-0.430158583
_2157,-0.428675824,-0.428675824,-0.428675824,-0.428675824,-0.428675824,-0.428675824,-0.428675824,-0.428675824,-0.428675824,-0.428675824,-0.428675824,-0.428675824,-0.428675824,-0.428675824,-0.428675824,-0.428675824,-0.428675824,1.79644233,1.351418699,1.160694286,3.036151015,2.305040765,-0.428675824,2.781851797,-0.428675824,-0.428675824,-0.428675824,-0.428675824,-0.428675824,-0.428675824,-0.428675824,-0.428675824,-0.428675824,-0.428675824,-0.428675824
_2675,-0.42549087,-0.42549087,-0.42549087,-0.42549087,-0.42549087,-0.42549087,-0.42549087,-0.42549087,-0.42549087,-0.42549087,-0.42549087,-0.42549087,-0.42549087,-0.42549087,-0.42549087,-0.42549087,-0.42549087,1.406167688,2.86618538,0.90179794,3.025460037,1.963628989,-0.42549087,2.175995198,-0.42549087,-0.42549087,-0.42549087,-0.42549087,-0.42549087,-0.42549087,-0.42549087,-0.42549087,-0.42549087,-0.42549087,-0.42549087
_2863,-0.409217959,-0.409217959,-0.409217959,-0.409217959,-0.409217959,-0.409217959,-0.409217959,-0.409217959,-0.409217959,-0.409217959,-0.409217959,-0.409217959,-0.409217959,-0.409217959,-0.409217959,-0.409217959,-0.409217959,0.28136201,3.167986281,1.41391316,2.449783113,2.850319495,-0.409217959,1.703956747,-0.409217959,-0.409217959,-0.409217959,-0.409217959,-0.409217959,-0.409217959,-0.409217959,-0.409217959,-0.409217959,-0.409217959,-0.409217959
_2702,-0.416613487,-0.416613487,-0.416613487,-0.416613487,-0.416613487,-0.416613487,-0.416613487,-0.416613487,-0.416613487,-0.416613487,-0.416613487,-0.416613487,-0.416613487,-0.416613487,-0.416613487,-0.416613487,-0.416613487,1.687284623,0.624920231,1.603961926,3.270415874,1.95808339,-0.416613487,2.937125085,-0.416613487,-0.416613487,-0.416613487,-0.416613487,-0.416613487,-0.416613487,-0.416613487,-0.416613487,-0.416613487,-0.416613487,-0.416613487
_2703,-0.410268338,-0.410268338,-0.410268338,-0.410268338,-0.410268338,-0.410268338,-0.410268338,-0.410268338,-0.410268338,-0.410268338,-0.410268338,-0.410268338,-0.410268338,-0.410268338,-0.410268338,-0.410268338,-0.410268338,1.903763152,0.622781434,1.242611298,3.226066861,1.697153198,-0.410268338,3.205405866,-0.410268338,-0.410268338,-0.410268338,-0.410268338,-0.410268338,-0.410268338,-0.410268338,-0.410268338,-0.410268338,-0.410268338,-0.410268338
_2918,-0.402865653,-0.402865653,-0.402865653,-0.402865653,-0.402865653,-0.402865653,-0.402865653,-0.402865653,-0.402865653,-0.402865653,-0.402865653,-0.402865653,-0.402865653,-0.402865653,-0.402865653,-0.402865653,-0.402865653,0.792594382,3.382757792,0.363454882,2.47849956,2.156644935,-0.402865653,2.509152382,-0.402865653,-0.402865653,-0.402865653,-0.402865653,-0.402865653,-0.402865653,-0.402865653,-0.402865653,-0.402865653,-0.402865653,-0.402865653
_2920,-0.432057012,-0.432057012,-0.432057012,-0.432057012,-0.432057012,-0.432057012,-0.432057012,-0.432057012,-0.432057012,-0.432057012,-0.432057012,-0.432057012,-0.432057012,-0.432057012,-0.432057012,-0.432057012,-0.432057012,1.847640792,2.784849889,0.834441768,2.379570279,2.126270523,-0.432057012,2.556880108,-0.432057012,-0.432057012,-0.432057012,-0.432057012,-0.432057012,-0.432057012,-0.432057012,-0.432057012,-0.432057012,-0.432057012,-0.432057012
_3129,-0.415902468,-0.415902468,-0.415902468,-0.415902468,-0.415902468,-0.415902468,-0.415902468,-0.415902468,-0.415902468,-0.415902468,-0.415902468,-0.415902468,-0.415902468,-0.415902468,-0.415902468,-0.415902468,-0.415902468,1.403670829,3.080532496,0.476045227,2.937820864,2.063712124,-0.415902468,2.099390031,-0.415902468,-0.415902468,-0.415902468,-0.415902468,-0.415902468,-0.415902468,-0.415902468,-0.415902468,-0.415902468,-0.415902468,-0.415902468
_2947,-0.426094524,-0.426094524,-0.426094524,-0.426094524,-0.426094524,-0.426094524,-0.426094524,-0.426094524,-0.426094524,-0.426094524,-0.426094524,-0.426094524,-0.426094524,-0.426094524,-0.426094524,-0.426094524,-0.426094524,1.987062165,3.121245809,0.780483821,2.131851567,2.662746038,-0.426094524,1.673351796,-0.426094524,-0.426094524,-0.426094524,-0.426094524,-0.426094524,-0.426094524,-0.426094524,-0.426094524,-0.426094524,-0.426094524,-0.426094524
_2793,-0.41811028,-0.41811028,-0.41811028,-0.41811028,-0.41811028,-0.41811028,-0.41811028,-0.41811028,-0.41811028,-0.41811028,-0.41811028,-0.41811028,-0.41811028,-0.41811028,-0.41811028,-0.41811028,-0.41811028,1.115837289,3.048611226,1.14651624,2.987253323,2.557748004,-0.41811028,1.269232046,-0.41811028,-0.41811028,-0.41811028,-0.41811028,-0.41811028,-0.41811028,-0.41811028,-0.41811028,-0.41811028,-0.41811028,-0.41811028
_3054,-0.436698218,-0.436698218,-0.436698218,-0.436698218,-0.436698218,-0.436698218,-0.436698218,-0.436698218,-0.436698218,-0.436698218,-0.436698218,-0.436698218,-0.436698218,-0.436698218,-0.436698218,-0.436698218,-0.436698218,1.932982035,2.377297082,2.377297082,2.762370124,2.16995006,-0.436698218,1.04435194,-0.436698218,-0.436698218,-0.436698218,-0.436698218,-0.436698218,-0.436698218,-0.436698218,-0.436698218,-0.436698218,-0.436698218,-0.436698218
_4799,-0.373937177,-0.373937177,-0.373937177,-0.373937177,-0.373937177,-0.373937177,-0.373937177,-0.373937177,-0.373937177,-0.373937177,-0.373937177,-0.373937177,-0.373937177,-0.373937177,-0.373937177,-0.373937177,-0.373937177,-0.373937177,4.04109832,-0.373937177,-0.373937177,-0.373937177,-0.373937177,-0.373937177,-0.373937177,2.960935241,-0.373937177,1.398369234,-0.373937177,-0.373937177,0.150413832,-0.373937177,-0.373937177,1.492752416,0.800609084
_240,-0.394767263,-0.394767263,-0.394767263,-0.394767263,-0.394767263,-0.394767263,-0.394767263,-0.394767263,-0.394767263,-0.394767263,-0.394767263,-0.394767263,-0.394767263,-0.394767263,-0.394767263,-0.394767263,-0.394767263,0.791318113,3.787744327,1.249105452,2.206297159,2.768127074,-0.394767263,0.645658506,-0.394767263,-0.394767263,-0.394767263,-0.394767263,-0.394767263,-0.394767263,-0.394767263,-0.394767263,-0.394767263,-0.394767263,-0.394767263
_326,-0.392508714,-0.392508714,-0.392508714,-0.392508714,-0.392508714,-0.392508714,-0.392508714,-0.392508714,-0.392508714,-0.392508714,-0.392508714,-0.392508714,-0.392508714,-0.392508714,-0.392508714,-0.392508714,-0.392508714,1.324716911,4.068330266,0.929952399,2.094507709,2.370842867,-0.392508714,0.594402565,-0.392508714,-0.392508714,-0.392508714,-0.392508714,-0.392508714,-0.392508714,-0.392508714,-0.392508714,-0.392508714,-0.392508714,-0.392508714
_340,-0.420117975,-0.420117975,-0.420117975,-0.420117975,-0.420117975,-0.420117975,-0.420117975,-0.420117975,-0.420117975,-0.420117975,-0.420117975,-0.420117975,-0.420117975,-0.420117975,-0.420117975,-0.420117975,-0.420117975,0.411563537,2.840073551,2.524034576,2.440866425,2.457500055,-0.420117975,1.509383132,-0.420117975,-0.420117975,-0.420117975,-0.420117975,-0.420117975,-0.420117975,-0.420117975,-0.420117975,-0.420117975,-0.420117975,-0.420117975
_468,-0.405102281,-0.405102281,-0.405102281,-0.405102281,-0.405102281,-0.405102281,-0.405102281,-0.405102281,-0.405102281,-0.405102281,-0.405102281,-0.405102281,-0.405102281,-0.405102281,-0.405102281,-0.405102281,-0.405102281,1.209729717,3.72957745,2.150236265,1.706601101,2.469653583,-0.405102281,0.482168047,-0.405102281,-0.405102281,-0.405102281,-0.405102281,-0.405102281,-0.405102281,-0.405102281,-0.405102281,-0.405102281,-0.405102281,-0.405102281
_4464,0.346320325,-0.980819607,0.302082327,0.316828327,-0.980819607,0.759208304,-0.464709633,-0.980819607,1.157350283,-0.980819607,-0.980819607,-0.980819607,-0.980819607,-0.980819607,-0.980819607,0.405304322,-0.980819607,-0.980819607,1.157350283,1.23108028,-0.980819607,1.444897269,1.149977284,0.64861331,1.319556275,-0.980819607,1.776682252,0.995144292,-0.980819607,0.855057299,-0.33199564,1.688206256,-0.980819607,0.567510314,-0.612169626
_1378,0.500722297,-1.177870056,-1.177870056,-0.529719945,-1.177870056,-1.177870056,0.353239038,0.413396683,0.591929049,-1.080841596,-1.177870056,-1.177870056,-1.177870056,0.374585299,-1.177870056,0.553117665,0.61327531,0.236804886,1.748508288,-1.177870056,0.267853994,0.842262475,-1.177870056,-1.177870056,0.514306281,1.577738199,-1.177870056,0.960637196,0.430861806,1.079011916,1.243960298,0.869430443,0.166944395,1.06930907,1.337107619
_6482,-0.351235984,-0.351235984,-0.351235984,-0.351235984,-0.351235984,-0.351235984,-0.351235984,-0.351235984,-0.351235984,-0.351235984,1.78151273,-0.351235984,-0.351235984,0.846937451,1.014681732,4.34560388,2.548343728,-0.351235984,-0.351235984,-0.351235984,-0.351235984,-0.351235984,-0.351235984,-0.351235984,-0.351235984,-0.351235984,-0.351235984,-0.351235984,-0.351235984,-0.351235984,-0.351235984,-0.351235984,-0.351235984,-0.351235984,-0.351235984
_1659,1.315859289,-0.332035434,-0.332035434,-0.332035434,-0.332035434,-0.332035434,-0.332035434,-0.332035434,3.450957669,-0.332035434,0.384440533,0.771337555,-0.332035434,-0.332035434,-0.332035434,4.038467962,-0.332035434,-0.332035434,-0.332035434,-0.332035434,-0.332035434,-0.332035434,-0.332035434,-0.332035434,-0.332035434,-0.332035434,-0.332035434,-0.332035434,-0.332035434,-0.332035434,-0.332035434,-0.332035434,-0.332035434,-0.332035434,-0.332035434
_6839,0.914185972,-0.069158277,0.090530105,0.888972017,1.099088309,0.544381297,0.485548735,-0.354916435,1.788269748,-0.405344345,-0.87600484,0.35947896,0.292241746,0.292241746,0.334265005,0.35947896,0.779711545,2.116051165,-1.4223072,1.485702287,0.031697544,-1.489544414,-1.245809515,0.107339409,0.720878983,-2.019037471,1.073874354,-0.53141412,-1.598804886,-0.665888547,-0.934837402,0.166171971,-0.144800142,-1.539972324,-0.632269941
_2274,0.572228668,-0.704128737,-0.704128737,-0.704128737,0.919624333,-0.704128737,0.44871021,-0.704128737,-0.704128737,-0.704128737,-0.704128737,-0.704128737,0.44871021,-0.704128737,-0.704128737,-0.704128737,-0.704128737,-0.704128737,1.339072432,0.453856812,-0.704128737,-0.704128737,1.488323903,-0.704128737,-0.704128737,-0.704128737,1.748227326,1.900052098,2.273180775,1.938651616,0.15278057,1.454870987,-0.704128737,-0.480251531,-0.575463676
_1547,0.664917591,0.831411265,-0.084303939,0.942407047,-1.263634127,0.808287143,-1.49487534,-0.005681927,0.026691843,-0.306295504,-1.49487534,-1.49487534,-0.005681927,-1.49487534,-1.49487534,0.32730542,-0.907522658,0.82678644,-0.995394319,-1.49487534,0.6094197,0.313430947,1.201397206,-1.49487534,0.493799094,0.836036089,1.377140528,0.281057177,0.600170052,1.011779411,-1.046267386,0.868409859,1.132024842,0.664917591,1.261519921
_1729,-0.547673601,-0.547673601,-0.547673601,-0.547673601,-0.547673601,-0.547673601,-0.547673601,-0.547673601,-0.547673601,-0.547673601,-0.547673601,-0.547673601,1.117302937,-0.547673601,-0.547673601,-0.547673601,-0.353620392,1.617960218,-0.547673601,-0.547673601,-0.547673601,1.780964914,-0.171210375,-0.547673601,1.629603411,-0.547673601,-0.547673601,2.363124543,-0.547673601,-0.547673601,2.087568986,-0.547673601,-0.547673601,1.528695742,2.09145005
_607,-1.110889665,-1.110889665,-0.760861413,0.247219954,-1.110889665,-0.333826945,0.786263463,-0.550844461,0.135210914,-0.438835421,0.233218824,-1.110889665,-1.110889665,-1.110889665,1.248300757,-1.110889665,0.086206958,0.96127759,0.793264028,1.808345961,-1.110889665,0.429234646,-1.110889665,1.388312058,-1.110889665,-1.110889665,1.143292281,-0.242819599,1.507321664,1.269302452,1.199296801,-1.110889665,1.01728211,0.555244817,0.849268549
_892,-0.545577949,-0.545577949,0.408266304,-0.545577949,-0.545577949,-0.545577949,-0.545577949,0.775129478,-0.545577949,-0.545577949,-0.545577949,-0.545577949,-0.545577949,-0.545577949,-0.545577949,-0.545577949,-0.545577949,-0.545577949,-0.545577949,-0.545577949,2.857077993,0.912703169,2.068322168,1.74731689,1.710630573,-0.086998981,2.416842184,-0.545577949,-0.545577949,0.830158955,-0.545577949,-0.545577949,-0.545577949,-0.545577949,-0.545577949
_158,0.781215143,0.47277077,-2.151665396,-2.018715236,0.775897136,-0.665282603,0.470111767,-1.21835527,-0.247819099,0.007445209,-0.534991445,-1.090723116,-2.151665396,-0.782278744,0.876939258,-0.335566205,0.773238133,0.579130899,0.757284114,0.504678809,0.887575271,0.938096332,-2.151665396,0.374387652,0.690809033,0.728035078,0.749307104,0.759943117,0.571153889,0.794510159,-1.034884049,0.927460319,0.650923985,0.571153889,-0.258455112
_1622,0.411760876,-1.034190106,-0.124485846,1.024614272,0,-0.70861174,0.612853396,-0.497943385,0.038303337,-0.794794249,-0.536246722,-0.335154201,-2.03965271,-1.723650177,-1.465102651,0.861825089,-0.986310935,-0.373457538,0.603277562,0.699035905,0.718187574,-0.019151669,-0.191516686,1.139524284,1.75237768,1.666195172,1.484254319,-0.459640047,0.076606675,-0.919280095,-1.043765941,0.861825089,0.823521751,-1.168251787,1.647043503
_6050,0.093138935,0.554341377,0.05121144,0.302776409,-0.409991002,-0.672037845,-0.514809739,-0.535773487,0.554341377,-1.259022771,-2.024199551,-0.818784076,-1.898417067,-0.693001592,0.197957672,0.061693314,0.910725083,0.973616325,1.109880683,1.476746262,-0.179389781,0.826870093,-0.284208518,0.963134451,-2.548293236,0.585786998,-0.210835402,0.743015104,2.336259905,0.826870093,-0.525291613,-0.001197928,0.690605735,-0.619628476,-0.064089171
_2398,-0.364998183,-0.364998183,-0.364998183,-0.364998183,-0.364998183,-0.364998183,-0.364998183,-0.364998183,-0.364998183,-0.364998183,-0.364998183,-0.364998183,-0.364998183,-0.364998183,-0.364998183,-0.364998183,-0.364998183,-0.364998183,3.781426302,-0.364998183,-0.364998183,-0.364998183,-0.364998183,-0.364998183,-0.364998183,3.011376041,-0.364998183,-0.364998183,-0.364998183,0.622245742,1.747703817,-0.364998183,-0.364998183,-0.364998183,1.787193574
_1022,-0.346734983,-0.346734983,-0.346734983,-0.346734983,-0.346734983,-0.346734983,-0.346734983,-0.346734983,-0.346734983,-0.346734983,-0.346734983,-0.346734983,-0.346734983,-0.346734983,-0.346734983,-0.346734983,-0.346734983,-0.346734983,-0.346734983,-0.346734983,-0.346734983,3.027507897,-0.346734983,-0.346734983,-0.346734983,3.357507201,-0.346734983,0.940262302,3.011007932,-0.346734983,-0.346734983,-0.346734983,-0.346734983,0.065764147,-0.346734983
_1726,-0.352881373,-0.352881373,-0.352881373,-0.352881373,-0.352881373,-0.352881373,-0.352881373,-0.352881373,-0.352881373,-0.352881373,-0.352881373,-0.352881373,-0.352881373,-0.352881373,-0.352881373,-0.352881373,-0.352881373,1.489510327,0.329485923,-0.352881373,-0.352881373,-0.352881373,-0.352881373,-0.352881373,2.540355963,-0.352881373,4.137095437,-0.352881373,-0.352881373,-0.352881373,2.089993548,-0.352881373,-0.352881373,-0.352881373,-0.352881373
_2744,-0.366816352,-0.366816352,-0.366816352,-0.366816352,-0.366816352,-0.366816352,-0.366816352,-0.366816352,-0.366816352,-0.366816352,-0.366816352,-0.366816352,-0.366816352,-0.366816352,-0.366816352,-0.366816352,-0.366816352,-0.366816352,-0.366816352,-0.366816352,-0.366816352,-0.366816352,-0.366816352,-0.366816352,-0.366816352,3.746512647,-0.366816352,-0.366816352,-0.366816352,1.128939648,2.400332247,-0.366816352,-0.366816352,0.879646981,2.849059047
_1202,-0.344036071,-0.344036071,-0.344036071,-0.344036071,-0.344036071,-0.344036071,-0.344036071,-0.344036071,-0.344036071,-0.344036071,-0.344036071,-0.344036071,-0.344036071,-0.344036071,-0.344036071,-0.344036071,-0.344036071,-0.344036071,-0.344036071,-0.344036071,-0.344036071,2.666279548,-0.344036071,-0.344036071,-0.344036071,3.504678855,-0.344036071,0.989480936,3.174600388,-0.344036071,-0.344036071,-0.344036071,-0.344036071,-0.013957604,-0.344036071
_6622,-0.337345049,-0.337345049,-0.337345049,-0.337345049,-0.337345049,-0.337345049,-0.337345049,-0.337345049,-0.337345049,-0.337345049,-0.337345049,-0.337345049,-0.337345049,-0.337345049,-0.337345049,-0.337345049,-0.337345049,-0.337345049,-0.337345049,-0.337345049,-0.337345049,1.980340379,-0.337345049,-0.337345049,-0.337345049,-0.337345049,-0.337345049,-0.337345049,0.391486847,2.796632102,-0.337345049,4.268872531,-0.337345049,-0.337345049,0.683019605
